original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier
12043,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,33,.,sí (.) me vas a contar unas cositas .%mor: co|sí=yes pro:obj|me=me v|i-2S&PRES=go aprep|a=to inf|conta-INF=count_tell v|uni-2S&SUB&PRES=unite n|cosa&f-DIM-PL=thing .,%mor:
12044,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,37,?,ay (.) vamos a [/] a la habitación tuya ?%mor: co|ay=ay v|i-1P&PRES=go aprep|a=to det:art|el&f&SG=the n|habitación&f=dwelling pro:poss|tuyo-f=yours ?,%mor:
12045,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,40,?,no aquí jugamos vale ?%mor: adv|no=no adv|aquí=here v|juga-1P&PRES&PRET=play co|vale=okay ?,%mor:
12046,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,46,.,quiero que me cuentes un cuento .%mor: v|quere-1S&PRES=want pro:rel|que=that pro:obj|me=me v|conta-2S&SUB&PRES=count_tell det:art|un&m=one n|cuento&m=story .,%mor:
12047,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,49,.,cuéntale un cuento a Ana .%mor: imp|conta-2S&IMP~pro:clit|3S=count_tell det:art|un&m=one n|cuento&m=story aprep|a=to n:prop|Ana .,%mor:
12048,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,52,?,contamos un cuento ?%mor: v|conta-1P&PRES&PRET=count_tell det:art|un&m=one n|cuento&m=story ?,%mor:
12049,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,54,.,sí .%mor: co|sí=yes .,%mor:
12050,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,56,.,el de Caperucita .%mor: det:art|el&m&SG=the prep|de=of n:prop|Caperucita .,%mor:
12051,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,58,.,vale (.) a_ver cuéntamele que yo no me le sé .%mor: co|vale=okay co|a_ver=lets_see imp|conta-2S&IMP~pro:clit|1S~pro:clit|3S=count_tell pro:rel|que=that pro:sub|yo=I adv|no=no pro:obj|me=me pro:ind|le=him v|sabe-1S&PRES=know .,%mor:
12052,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,63,.,yo no sabo [*] .%mor: pro:sub|yo=I adv|no=no v|sabe-1S&PRES=know .,%mor:
12053,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,66,?,comé que no ?%mor: imp|come-2S&IMP=eat pro:rel|que=that adv|no=no ?,%mor:
12054,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,68,.,sí (.) cuéntale un cuento el que tú te sepas .%mor: co|sí=yes imp|conta-2S&IMP~pro:clit|3S=count_tell det:art|un&m=one n|cuento&m=story det:art|el&m&SG=the pro:rel|que=that pro:sub|tú=you pro:obj|te=you v|sabe-2S&SUB&PRES=know .,%mor:
12055,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,72,.,no sabo [*] .%mor: adv|no=no v|sabe-1S&PRES=know .,%mor:
12056,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,75,.,sí .%mor: co|sí=yes .,%mor:
12057,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,81,.,pues el que te sepas .%mor: co|pues=well det:art|el&m&SG=the pro:rel|que=that pro:obj|te=you v|sabe-2S&SUB&PRES=know .,%mor:
12058,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,84,.,a buscar a mi agüelita@d [= abuelita] a comprar .%mor: aprep|a=to inf|busca-INF=search aprep|a=to det:poss|mi=my ?|agüelita aprep|a=to inf|compra-INF=buy .,%mor:
12059,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,88,.,ven (.) siéntate aquí (.) ven .%mor: co|ven=come imp|senta-2S&IMP~pro:clit|2S=sit adv|aquí=here imp|veni-2S&IMP=come .,%mor:
12060,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,91,.,a mi agüelita@d [= abuelita] y así .%mor: aprep|a=to det:poss|mi=my ?|agüelita coord|y=and adv|así=thus .,%mor:
12061,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,93,.,www .,%mor:
12062,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,95,.,quédate agüelita@d [= abuelita] (.) güelita@d [= abuelita] .%mor: ?|quédate ?|agüelita ?|güelita .,%mor:
12063,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,97,!,ay (.) qué te caes !%mor: co|ay=ay pro:int|qué=what pro:obj|te=you v|cae-2S&PRES=fall !,%mor:
12064,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,99,?,y (.) qué pasó ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass ?,%mor:
12065,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,101,?,y (.) qué pasó ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass ?,%mor:
12066,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,103,.,y otra vez agüelita@d [= abuelita] .%mor: coord|y=and det:indef|otro-f=other n|vez&f=turn ?|agüelita .,%mor:
12067,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,105,?,y qué ?%mor: coord|y=and pro:int|qué=what ?,%mor:
12068,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,107,!,y el lobo y ay (.) el lobo uy (.) ay !%mor: coord|y=and det:art|el&m&SG=the n|lobo-m=wolf coord|y=and co|ay=ay det:art|el&m&SG=the n|lobo-m=wolf co|uy co|ay=ay !,%mor:
12069,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,110,?,y (.) qué más ?%mor: coord|y=and pro:int|qué=what adv|más=more ?,%mor:
12070,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,112,?,y (.) qué hacías ?%mor: coord|y=and pro:int|qué=what v|hace-2S&PAS=do ?,%mor:
12071,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,114,?,y voy a mi casa (.) por qué hay dos mandos ?%mor: coord|y=and v|i-1S&PRES=go aprep|a=to det:poss|mi=my n|casa&f=house prep|por=for pro:int|qué=what v|habe-3S&PRES&SPEC=have det:num|dos=two n|mando&m-PL=command ?,%mor:
12072,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,120,?,ay (.) las cartas (.) jugamos a las cartas ?%mor: co|ay=ay det:art|el&f-PL=the n|carta&f-PL=letter v|juga-1P&PRES&PRET=play aprep|a=to det:art|el&f-PL=the n|carta&f-PL=letter ?,%mor:
12073,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,124,.,ahora (.) a esto no (.) ahora a las cartas .%mor: adv|ahora=now aprep|a=to pro:dem|esto=this_one adv|no=no adv|ahora=now aprep|a=to det:art|el&f-PL=the n|carta&f-PL=letter .,%mor:
12074,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,128,.,no pero luego [/] luego a las cartas primero cuéntala el cuento a Ana .%mor: co|no=no conj|pero=but adv|luego=afterwards aprep|a=to det:art|el&f-PL=the n|carta&f-PL=letter adv|primero=first imp|conta-2S&IMP~pro:clit|OBJ&f=count_tell det:art|el&m&SG=the n|cuento&m=story aprep|a=to n:prop|Ana .,%mor:
12075,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,134,!,que es que el cuento no puedo !%mor: pro:rel|que=that cop|se-3S&PRES=be prep|que=than det:art|el&m&SG=the n|cuento&m=story adv|no=no v|pode-1S&PRES=can !,%mor:
12076,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,137,?,sí (.) por qué no puedes ?%mor: co|sí=yes prep|por=for pro:int|qué=what adv|no=no v|pode-2S&PRES=can ?,%mor:
12077,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,140,.,sí .%mor: co|sí=yes .,%mor:
12078,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,142,.,porque no se puede .%mor: conj|porque=because adv|no=no pro:refl|se=itself v|pode-3S&PRES=can .,%mor:
12079,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,145,?,por qué ?%mor: prep|por=for pro:int|qué=what ?,%mor:
12080,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,147,.,el cuento no se puede porque no quiero .%mor: det:art|el&m&SG=the n|cuento&m=story adv|no=no pro:refl|se=itself v|pode-3S&PRES=can conj|porque=because adv|no=no v|quere-1S&PRES=want .,%mor:
12081,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,153,.,ah (.) muy bien pues cuéntame cuando has celebrado un cumpleaños .%mor: co|ah adv|muy=very adv|bien=well co|pues=well imp|conta-2S&IMP~pro:clit|1S=count_tell pro:rel|cuando=when aux|habe-2S&PRES=have part|celebra-PPART-m=celebrate det:art|un&m=one n|cumpleaño&m-PL=birthday .,%mor:
12082,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,158,?,cuándo fue el cumpleaños de Sergio ?%mor: pro:int|cuándo=when v|i-3S&PRET=go det:art|el&m&SG=the n|cumpleaño&m-PL=birthday prep|de=of n:prop|Sergio ?,%mor:
12083,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,161,?,cuándo fue el cumpleaños de Sergio ?%mor: pro:int|cuándo=when v|i-3S&PRET=go det:art|el&m&SG=the n|cumpleaño&m-PL=birthday prep|de=of n:prop|Sergio ?,%mor:
12084,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,164,.,esta mañana ha habido una niña en su clase que ha tenido un cumpleaños .%mor: det:dem|este-f=this n|mañana&f=morning aux|habe-3S&PRES=have part|habe-PPART-m=have det:art|un-f=one co:voc|niña=child prep|en=in det:poss|su&3S=his n|clase&f=rank prep|que=than aux|habe-3S&PRES=have part|tene-PPART-m=have det:art|un&m=one n|cumpleaño&m-PL=birthday .,%mor:
12085,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,171,.,un día .%mor: det:art|un&m=one n|día&m=day .,%mor:
12086,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,173,?,ay (.) hoy habéis celebrado un cumpleaños en clase ?%mor: co|ay=ay adv|hoy=today v|habe-2P&PRES=have part|celebra-PPART-m=celebrate det:art|un&m=one n|cumpleaño&m-PL=birthday prep|en=in n|clase&f=rank ?,%mor:
12087,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,177,.,el cumple ayer .%mor: det:art|el&m&SG=the v|cumpli-3S&PRES=accomplish adv|ayer=yesterday .,%mor:
12088,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,180,?,de quién era hoy el cumpleaños (.) Patri ?%mor: prep|de=of pro:int|quién=who cop|se-13S&PAS=be adv|hoy=today det:art|el&m&SG=the n|cumpleaño&m-PL=birthday n:prop|Patri ?,%mor:
12089,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,183,?,qué ?%mor: pro:int|qué=what ?,%mor:
12090,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,185,?,de quién era hoy el cumpleaños en clase en tu cole ?%mor: prep|de=of pro:int|quién=who cop|se-13S&PAS=be adv|hoy=today det:art|el&m&SG=the n|cumpleaño&m-PL=birthday prep|en=in n|clase&f=rank prep|en=in det:poss|tu=your n|cole&m=school ?,%mor:
12091,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,189,.,<de Lado [*]> [/] de Lado [*] .%mor: prep|de=of n:prop|Lado .,%mor:
12092,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,192,?,eh ?%mor: co|eh ?,%mor:
12093,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,194,.,de Lado [*] [/] Lado [*] .%mor: prep|de=of n:prop|Lado .,%mor:
12094,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,197,?,Lado ?%mor: n:prop|Lado ?,%mor:
12095,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,199,.,no Lado [*] .%mor: co|no=no n:prop|Lado .,%mor:
12096,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,202,.,Laro [/] Laro .%mor: n:prop|Laro .,%mor:
12097,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,204,.,sí .%mor: co|sí=yes .,%mor:
12098,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,206,.,es que hay un niño que se llama Laro .%mor: cop|se-3S&PRES=be pro:rel|que=that v|habe-3S&PRES&SPEC=have det:art|un&m=one n|niño-m=child pro:rel|que=that pro:refl|se=itself v|llama-3S&PRES=call n:prop|Laro .,%mor:
12099,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,210,?,ah (.) Laro ?%mor: co|ah n:prop|Laro ?,%mor:
12100,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,212,.,sí .%mor: co|sí=yes .,%mor:
12101,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,214,?,y qué le cantasteis cumpleaños feliz ?%mor: coord|y=and pro:int|qué=what pro:ind|le=him v|canta-2P&PRET=sing n|cumpleaño&m-PL=birthday adj|feliz=happy ?,%mor:
12102,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,217,.,sí .%mor: co|sí=yes .,%mor:
12103,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,219,?,cómo ?%mor: pro:int|cómo=how ?,%mor:
12104,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,221,?,y qué hicisteis (.) a_ver ?%mor: coord|y=and pro:int|qué=what v|hace-2P&PRET=do co|a_ver=lets_see ?,%mor:
12105,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,223,.,y comí patatas .%mor: coord|y=and v|come-1S&PRET=eat n|patata&f-PL=potato .,%mor:
12106,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,225,?,patatas ?%mor: n|patata&f-PL=potato ?,%mor:
12107,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,227,.,patatas (.) gusanitos .%mor: n|patata&f-PL=potato n|gusano&m-DIM-PL=worm .,%mor:
12108,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,229,?,y qué más ?%mor: coord|y=and pro:int|qué=what adv|más=more ?,%mor:
12109,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,231,?,ay (.) y también (.) eh ?%mor: co|ay=ay coord|y=and adv|también=also co|eh ?,%mor:
12110,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,236,?,y la concha del caracol (.) a_ver (.) qué más ?%mor: coord|y=and det:art|el&f&SG=the n|concha&f=shell prep|de~det:art|el&m=of n|caracol&m=snail co|a_ver=lets_see pro:int|qué=what adv|más=more ?,%mor:
12111,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,240,!,mira !%mor: co|mira=look !,%mor:
12112,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,243,?,<que más> [/] que más cositas ?%mor: pro:rel|que=that adv|más=more n|cosa&f-DIM-PL=thing ?,%mor:
12113,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,249,?,qué más ?%mor: pro:int|qué=what adv|más=more ?,%mor:
12114,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,251,.,<y luego> [/] y luego Marisa nos ponio [*] aquí .%mor: coord|y=and adv|luego=afterwards n:prop|Marisa pro:obj|nos=us n|poni-m=pony adv|aquí=here .,%mor:
12115,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,256,?,y le cantasteis el cumpleaños feliz ?%mor: coord|y=and pro:ind|le=him v|canta-2P&PRET=sing det:art|el&m&SG=the n|cumpleaño&m-PL=birthday adj|feliz=happy ?,%mor:
12116,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,259,.,0 [=! tose] .,%mor:
12117,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,263,.,y también patatas y [/] y patatas (.) galletas pequeñas .%mor: coord|y=and adv|también=also n|patata&f-PL=potato coord|y=and n|patata&f-PL=potato n|galleta&f-PL=biscuit adj|pequeño-f-PL=small .,%mor:
12118,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,266,.,gusanitos .%mor: n|gusano&m-DIM-PL=worm .,%mor:
12119,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,268,.,y ya está .%mor: coord|y=and adv|ya=already cop|esta-3S&PRES=be .,%mor:
12120,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,270,?,y eso si (.) y le cantasteis el cumpleaños feliz ?%mor: coord|y=and pro:dem|eso=that_one conj|si=if coord|y=and pro:ind|le=him v|canta-2P&PRET=sing det:art|el&m&SG=the n|cumpleaño&m-PL=birthday adj|feliz=happy ?,%mor:
12121,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,274,.,sí .%mor: co|sí=yes .,%mor:
12122,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,278,?,cómo se lo cantasteis ?%mor: pro:int|cómo=how pro:refl|se=itself pro:obj|lo&m=him v|canta-2P&PRET=sing ?,%mor:
12123,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,281,?,a_ver (.) cómo lo cantas tú ?%mor: co|a_ver=lets_see pro:int|cómo=how pro:obj|lo&m=him v|canta-2S&PRES=sing pro:sub|tú=you ?,%mor:
12124,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,284,?,eh ?%mor: co|eh ?,%mor:
12125,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,286,?,cómo lo cantas tú ?%mor: pro:int|cómo=how pro:obj|lo&m=him v|canta-2S&PRES=sing pro:sub|tú=you ?,%mor:
12126,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,289,.,aquí (.) ahí y <otra hoja> [/] <otra hoja> [/] otra hoja aquí (.) otra aquí .%mor: adv|aquí=here adv|ahí=there coord|y=and det:indef|otro-f=other n|hoja&f=leaf adv|aquí=here det:indef|otro-f=other adv|aquí=here .,%mor:
12127,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,294,.,sí .%mor: co|sí=yes .,%mor:
12128,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,296,.,y ya está en las dos mesas .%mor: coord|y=and adv|ya=already cop|esta-3S&PRES=be prep|en=in det:art|el&f-PL=the det:num|dos=two n|mesa&f-PL=table .,%mor:
12129,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,299,?,en las dos mesas pero como le cantasteis el cumleaños feliz (.) no te le sabes ?%mor: prep|en=in det:art|el&f-PL=the det:num|dos=two n|mesa&f-PL=table conj|pero=but adv|como=like pro:ind|le=him v|canta-2P&PRET=sing det:art|el&m&SG=the ?|cumleaños adj|feliz=happy adv|no=no pro:obj|te=you pro:ind|le=him v|sabe-2S&PRES=know ?,%mor:
12130,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,305,.,sí .%mor: co|sí=yes .,%mor:
12131,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,307,.,a_ver cántale .%mor: co|a_ver=lets_see imp|canta-2S&IMP~pro:clit|3S=sing .,%mor:
12132,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,309,.,cumpleaños .%mor: n|cumpleaño&m-PL=birthday .,%mor:
12133,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,311,.,a_ver cántale .%mor: co|a_ver=lets_see imp|canta-2S&IMP~pro:clit|3S=sing .,%mor:
12134,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,313,.,dándole una carta a Ana .%mor: part|da-PROG~pro:clit|3S=give det:art|un-f=one n|carta&f=letter aprep|a=to n:prop|Ana .,%mor:
12135,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,316,.,pero canta el cumpleaños feliz primero luego [/] luego .%mor: conj|pero=but v|canta-3S&PRES=sing det:art|el&m&SG=the n|cumpleaño&m-PL=birthday adj|feliz=happy adv|primero=first adv|luego=afterwards .,%mor:
12136,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,320,.,luego .%mor: adv|luego=afterwards .,%mor:
12137,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,322,.,<luego juego yo a las cartas> [/] luego juego yo a las cartas .%mor: adv|luego=afterwards v|juga-1S&PRES=play pro:sub|yo=I aprep|a=to det:art|el&f-PL=the n|carta&f-PL=letter .,%mor:
12138,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,325,?,que no que te voy a dar xxx y luego jugamos (.) vale ?%mor: pro:rel|que=that adv|no=no pro:rel|que=that pro:obj|te=you v|i-1S&PRES=go aprep|a=to inf|da-INF=give coord|y=and adv|luego=afterwards v|juga-1P&PRES&PRET=play co|vale=okay ?,%mor:
12139,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,329,.,primero [/] primero canta el cumpleaños .%mor: adv|primero=first v|canta-3S&PRES=sing det:art|el&m&SG=the n|cumpleaño&m-PL=birthday .,%mor:
12140,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,332,.,primero habla un poquitín@d [= poco] con Ana y luego jugamos a las cartas .%mor: adv|primero=first v|habla-3S&PRES=speak det:art|un&m=one ?|poquitín prep|con=with n:prop|Ana coord|y=and adv|luego=afterwards v|juga-1P&PRES&PRET=play aprep|a=to det:art|el&f-PL=the n|carta&f-PL=letter .,%mor:
12141,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,338,.,tú tienes cartas ahora una cumpleaños y luego feliz .%mor: pro:sub|tú=you v|tene-2S&PRES=have n|carta&f-PL=letter adv|ahora=now det:art|un-f=one n|cumpleaño&m-PL=birthday coord|y=and adv|luego=afterwards adj|feliz=happy .,%mor:
12142,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,345,.,está aquí .%mor: cop|esta-3S&PRES=be adv|aquí=here .,%mor:
12143,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,347,.,ah (.) sí (.) sí .%mor: co|ah co|sí=yes co|sí=yes .,%mor:
12144,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,349,!,te deseamos todos cumpleaños feliz (.) bien !%mor: pro:obj|te=you v|desea-1P&PRES&PRET=desire det:indef|todo-m-PL=all n|cumpleaño&m-PL=birthday adj|feliz=happy adv|bien=well !,%mor:
12145,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,352,.,ay (.) muy bien [/] bien .%mor: co|ay=ay adv|muy=very adv|bien=well .,%mor:
12146,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,354,.,y ya está .%mor: coord|y=and adv|ya=already cop|esta-3S&PRES=be .,%mor:
12147,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,356,.,ya está .%mor: adv|ya=already cop|esta-3S&PRES=be .,%mor:
12148,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,358,.,otra vez cumpleaños .%mor: det:indef|otro-f=other n|vez&f=turn n|cumpleaño&m-PL=birthday .,%mor:
12149,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,360,?,qué (.) así se lo cantabais tan despacio (.) Patri ?%mor: pro:int|qué=what adv|así=thus pro:refl|se=itself pro:obj|lo&m=him v|canta-2P&PAS=sing adv|tan=such adv|despacio=slowly n:prop|Patri ?,%mor:
12150,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,366,?,se me olvido ya (.) qué estabas diciendo (.) eh ?%mor: pro:refl|se=itself pro:obj|me=me v|olvida-1S&PRES=forget adv|ya=already pro:int|qué=what aux|esta-2S&PAS=be part|deci-PROG=say co|eh ?,%mor:
12151,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,370,.,0 [=! riéndose] .,%mor:
12152,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,371,.,que cuando coloque está .%mor: prep|que=than pro:rel|cuando=when v|coloca-13S&SUB&PRES=place cop|esta-3S&PRES=be .,%mor:
12153,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,374,.,ya [/] ya .%mor: adv|ya=already .,%mor:
12154,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,376,.,www .,%mor:
12155,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,378,?,ah (.) y del cumpleaños de Sergio (.) te acuerdas del cumpleaños de Sergio (.) de tu hermano Sergio ?%mor: co|ah coord|y=and prep|de~det:art|el&m=of n|cumpleaño&m-PL=birthday prep|de=of n:prop|Sergio pro:obj|te=you v|acorda-2S&PRES=remind prep|de~det:art|el&m=of n|cumpleaño&m-PL=birthday prep|de=of n:prop|Sergio prep|de=of det:poss|tu=your n|hermano-m=sibling n:prop|Sergio ?,%mor:
12156,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,385,.,no sabo [*] .%mor: adv|no=no v|sabe-1S&PRES=know .,%mor:
12157,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,388,?,no sabes (.) no te acuerdas ?%mor: co|no=no co|sabes=you_know adv|no=no pro:obj|te=you v|acorda-2S&PRES=remind ?,%mor:
12158,18dtz36f.cha,spa,DiezItza,CHI,3;11.03,.,.,.,Target_Child,.,.,391,!,patatas !%mor: n|patata&f-PL=potato !,%mor:
12159,18dtz36f.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,393,?,sí (.) y qué más ?%mor: co|sí=yes coord|y=and pro:int|qué=what adv|más=more ?,%mor:
