original_order,file,filetype,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
9325,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,251,v|pasa-3s&pret=pass,"qué, qué pasó acá ?%mor: pro:int|qué=what cm|cm pro:int|qué=what v|pasa-3S&PRET=pass adv|acá=there ?",%svd:,pasar,0,0,3,s,pret,,,,,
9326,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,254,?,qué hizo el nene ?%mor: pro:int|qué=what v|hace-3S&PRET=do det:art|el&m&SG=the co:voc|nene=baby ?,%mor:,0,,,0,0,0,,,,,
9327,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,254,v|hace-3s&pret=do,qué hizo el nene ?%mor: pro:int|qué=what v|hace-3S&PRET=do det:art|el&m&SG=the co:voc|nene=baby ?,%svd:,hacer,DP-def,1,3,s,pret,,switch,,,
9328,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,257,?,qué pasa ?%mor: pro:int|qué=what v|pasa-3S&PRES=pass ?,%mor:,0,,,0,0,0,,,,,
9329,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,257,v|pasa-3s&pres=pass,qué pasa ?%mor: pro:int|qué=what v|pasa-3S&PRES=pass ?,%svd:,pasar,0,0,3,s,pres,,,,,
9330,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,260,?,qué hizo ?%mor: pro:int|qué=what v|hace-3S&PRET=do ?,%mor:,0,,,0,0,0,,,,,
9331,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,260,v|hace-3s&pret=do,qué hizo ?%mor: pro:int|qué=what v|hace-3S&PRET=do ?,%svd:,hacer,0,1,3,s,pret,,switch,,,
9332,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,262,.,+< e(s)tá mirando .%mor: aux|esta-3S&PRES=be part|mira-PROG=look .,%mor:,0,,,0,0,0,,,,,
9333,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,262,aux|esta-3s&pres=be,+< e(s)tá mirando .%mor: aux|esta-3S&PRES=be part|mira-PROG=look .,%svd:,estar,0,1,3,s,pres,,,,,
9334,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,264,?,y qué hace ?%mor: coord|y=and pro:int|qué=what v|hace-3S&PRES=do ?,%mor:,0,,,0,0,0,,,,,
9335,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,264,v|hace-3s&pres=do,y qué hace ?%mor: coord|y=and pro:int|qué=what v|hace-3S&PRES=do ?,%svd:,hacer,0,1,3,s,pres,,,,,
9336,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,266,.,así .%mor: adv|así=thus .,%mor:,0,,,0,0,0,,,,,
9337,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,268,?,"muy bien, y a, y qué, qué pasó acá ?%mor: adv|muy=very adv|bien=well cm|cm coord|y=and aprep|a=to cm|cm coord|y=and pro:int|qué=what cm|cm pro:int|qué=what v|pasa-3S&PRET=pass adv|acá=there ?",%mor:,0,,,0,0,0,,,,,
9338,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,268,v|pasa-3s&pret=pass,"muy bien, y a, y qué, qué pasó acá ?%mor: adv|muy=very adv|bien=well cm|cm coord|y=and aprep|a=to cm|cm coord|y=and pro:int|qué=what cm|cm pro:int|qué=what v|pasa-3S&PRET=pass adv|acá=there ?",%svd:,pasar,0,0,3,s,pret,,,,,
9339,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,272,?,se fue el nene ?%mor: pro:refl|se=itself v|i-3S&PRET=go det:art|el&m&SG=the co:voc|nene=baby ?,%mor:,0,,,0,0,0,,,,,
9340,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,272,v|i-3s&pret=go,se fue el nene ?%mor: pro:refl|se=itself v|i-3S&PRET=go det:art|el&m&SG=the co:voc|nene=baby ?,%svd:,ir,DP-def,1,3,s,pret,,,,,
9341,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,275,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,,
9342,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,277,?,a dónde ?%mor: aprep|a=to pro:int|dónde=where ?,%mor:,0,,,0,0,0,,,,,
9343,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,279,.,"a, a un con el sapo .%mor: aprep|a=to cm|cm aprep|a=to det:art|un&m=one prep|con=with det:art|el&m&SG=the n|sapo&m=toad .",%mor:,0,,,0,0,0,,,,,
9344,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,282,!,con el sapo !%mor: prep|con=with det:art|el&m&SG=the n|sapo&m=toad !,%mor:,0,,,0,0,0,,,,,
9345,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,284,?,y a_ver a dónde se fueron ?%mor: coord|y=and co|a_ver=lets_see aprep|a=to pro:int|dónde=where pro:refl|se=itself cop|se-3P&PRET=be ?,%mor:,0,,,0,0,0,,,,,
9346,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,284,cop|se-3p&pret=be,y a_ver a dónde se fueron ?%mor: coord|y=and co|a_ver=lets_see aprep|a=to pro:int|dónde=where pro:refl|se=itself cop|se-3P&PRET=be ?,%svd:,ser,0,1,3,p,pret,,,,,
9347,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,287,?,"mirá, &ahhhhj, a dónde se fueron ?%mor: co|mirá cm|cm cm|cm aprep|a=to pro:int|dónde=where pro:refl|se=itself cop|se-3P&PRET=be ?",%mor:,0,,,0,0,0,,,,,
9348,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,287,cop|se-3p&pret=be,"mirá, &ahhhhj, a dónde se fueron ?%mor: co|mirá cm|cm cm|cm aprep|a=to pro:int|dónde=where pro:refl|se=itself cop|se-3P&PRET=be ?",%svd:,ser,0,1,3,p,pret,,same,,,
9349,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,290,.,acuera [: afuera] .%mor: adv|afuera=outside .,%mor:,0,,,0,0,0,,,,,
9350,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,292,?,"afuera, y mirá, con quién está el nene ?%mor: co|afuera cm|cm coord|y=and co|mirá cm|cm prep|con=with pro:int|quién=who cop|esta-3S&PRES=be det:art|el&m&SG=the co:voc|nene=baby ?",%mor:,0,,,0,0,0,,,,,
9351,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,292,cop|esta-3s&pres=be,"afuera, y mirá, con quién está el nene ?%mor: co|afuera cm|cm coord|y=and co|mirá cm|cm prep|con=with pro:int|quién=who cop|esta-3S&PRES=be det:art|el&m&SG=the co:voc|nene=baby ?",%svd:,estar,DP-def,1,3,s,pres,,,,,
9352,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,296,.,con nena .%mor: prep|con=with n|nena&f=baby .,%mor:,0,,,0,0,0,,,,,
9353,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,300,?,con quién más ?%mor: prep|con=with pro:int|quién=who adv|más=more ?,%mor:,0,,,0,0,0,,,,,
9354,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,302,.,co(n) y cu [: con] su mamá .%mor: prep|con=with coord|y=and prep|con=with det:poss|su&3S=his n|mamá&f=mommy .,%mor:,0,,,0,0,0,,,,,
9355,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,305,!,muy bien !%mor: adv|muy=very adv|bien=well !,%mor:,0,,,0,0,0,,,,,
9356,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,307,?,y su papá ?%mor: coord|y=and det:poss|su&3S=his n|papá&m=papa ?,%mor:,0,,,0,0,0,,,,,
9357,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,309,?,y su papá dónde está ?%mor: coord|y=and det:poss|su&3S=his n|papá&m=papa pro:int|dónde=where cop|esta-3S&PRES=be ?,%mor:,0,,,0,0,0,,,,,
9358,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,309,cop|esta-3s&pres=be,y su papá dónde está ?%mor: coord|y=and det:poss|su&3S=his n|papá&m=papa pro:int|dónde=where cop|esta-3S&PRES=be ?,%svd:,estar,DP-def,1,3,s,pres,,,,,
9359,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,312,.,+< en nena .%mor: prep|en=in n|nena&f=baby .,%mor:,0,,,0,0,0,,,,,
9360,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,314,.,acá está .%mor: adv|acá=there cop|esta-3S&PRES=be .,%mor:,0,,,0,0,0,,,,,
9361,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,314,cop|esta-3s&pres=be,acá está .%mor: adv|acá=there cop|esta-3S&PRES=be .,%svd:,estar,0,1,3,s,pres,,,,,
9362,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,316,.,+< en nena .%mor: prep|en=in n|nena&f=baby .,%mor:,0,,,0,0,0,,,,,
9363,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,318,.,"y mirá, acá está el papá .%mor: coord|y=and co|mirá cm|cm adv|acá=there cop|esta-3S&PRES=be det:art|el&m&SG=the co:voc|papá .",%mor:,0,,,0,0,0,,,,,
9364,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,318,cop|esta-3s&pres=be,"y mirá, acá está el papá .%mor: coord|y=and co|mirá cm|cm adv|acá=there cop|esta-3S&PRES=be det:art|el&m&SG=the co:voc|papá .",%svd:,estar,DP-def,1,3,s,pres,,,,,
9365,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,321,?,"y el nene de &eh, su papá acá ?%mor: coord|y=and det:art|el&m&SG=the co:voc|nene=baby prep|de=of cm|cm det:poss|su&3S=his co:voc|papá adv|acá=there ?",%mor:,0,,,0,0,0,,,,,
9366,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,324,?,"y porque se ve que estaba en el auto, todavía, no ?%mor: coord|y=and conj|porque=because pro:refl|se=itself v|ve-3S&PRES=see pro:rel|que=that cop|esta-13S&PAS=be prep|en=in det:art|el&m&SG=the n|auto&m=judicial_decree cm|cm adv|todavía=still cm|cm co|no=no ?",%mor:,0,,,0,0,0,,,,,
9367,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,324,v|ve-3s&pres=see,"y porque se ve que estaba en el auto, todavía, no ?%mor: coord|y=and conj|porque=because pro:refl|se=itself v|ve-3S&PRES=see pro:rel|que=that cop|esta-13S&PAS=be prep|en=in det:art|el&m&SG=the n|auto&m=judicial_decree cm|cm adv|todavía=still cm|cm co|no=no ?",%svd:,ver,na,na,na,na,na,na,na,na,impersonal,
9368,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,324,cop|esta-13s&pas=be,"y porque se ve que estaba en el auto, todavía, no ?%mor: coord|y=and conj|porque=because pro:refl|se=itself v|ve-3S&PRES=see pro:rel|que=that cop|esta-13S&PAS=be prep|en=in det:art|el&m&SG=the n|auto&m=judicial_decree cm|cm adv|todavía=still cm|cm co|no=no ?",%svd:,estar,0,1,3,s,pas,,,,,
9369,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,328,.,&to .,%mor:,0,,,0,0,0,,,,,
9370,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,329,.,estaba seguro en el auto .%mor: cop|esta-13S&PAS=be co|seguro=sure prep|en=in det:art|el&m&SG=the n|auto&m=judicial_decree .,%mor:,0,,,0,0,0,,,,,
9371,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,329,cop|esta-13s&pas=be,estaba seguro en el auto .%mor: cop|esta-13S&PAS=be co|seguro=sure prep|en=in det:art|el&m&SG=the n|auto&m=judicial_decree .,%svd:,estar,0,1,3,s,pas,,,,,
9372,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,332,?,"y quién está con ellos, también ?%mor: coord|y=and pro:int|quién=who cop|esta-3S&PRES=be prep|con=with pro:sub|ello-m-PL=he cm|cm adv|también=also ?",%mor:,0,,,0,0,0,,,,,
9373,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,332,cop|esta-3s&pres=be,"y quién está con ellos, también ?%mor: coord|y=and pro:int|quién=who cop|esta-3S&PRES=be prep|con=with pro:sub|ello-m-PL=he cm|cm adv|también=also ?",%svd:,estar,0,1,3,s,pres,,switch,,,
9374,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,335,?,quién se metió ?%mor: pro:int|quién=who pro:refl|se=itself v|mete-3S&PRET=put ?,%mor:,0,,,0,0,0,,,,,
9375,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,335,v|mete-3s&pret=put,quién se metió ?%mor: pro:int|quién=who pro:refl|se=itself v|mete-3S&PRET=put ?,%svd:,meter,0,1,3,s,pret,,same,,,
9376,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,337,.,"en el bo(l)sillo dem [: del], de(l) nene .%mor: prep|en=in det:art|el&m&SG=the n|bolso&m-DIM=money_bag prep|de~det:art|el&m=of cm|cm prep|de~det:art|el&m=of n|nene&m=child .",%mor:,0,,,0,0,0,,,,,
9377,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,341,!,muy bien !%mor: adv|muy=very adv|bien=well !,%mor:,0,,,0,0,0,,,,,
9378,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,343,?,y a dónde fueron ?%mor: coord|y=and aprep|a=to pro:int|dónde=where cop|se-3P&PRET=be ?,%mor:,0,,,0,0,0,,,,,
9379,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,343,cop|se-3p&pret=be,y a dónde fueron ?%mor: coord|y=and aprep|a=to pro:int|dónde=where cop|se-3P&PRET=be ?,%svd:,ser,0,1,3,p,pret,,,,,
9380,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,347,?,pasamos la página ?%mor: v|pasa-1P&PRES&PRET=pass det:art|el&f&SG=the n|página&f=page ?,%mor:,0,,,0,0,0,,,,,
9381,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,347,v|pasa-1p&pres&pret=pass,pasamos la página ?%mor: v|pasa-1P&PRES&PRET=pass det:art|el&f&SG=the n|página&f=page ?,%svd:,pasar,0,1,1,p,pres,,switch,,,
9382,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,351,?,"&ahhhhjj, a dónde fueron ?%mor: cm|cm aprep|a=to pro:int|dónde=where cop|se-3P&PRET=be ?",%mor:,0,,,0,0,0,,,,,
9383,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,351,cop|se-3p&pret=be,"&ahhhhjj, a dónde fueron ?%mor: cm|cm aprep|a=to pro:int|dónde=where cop|se-3P&PRET=be ?",%svd:,ser,0,1,3,p,pret,,switch,,,
9384,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,353,.,"mirá acá, en esta .%mor: co|mirá adv|acá=there cm|cm prep|en=in det:dem|este-f=this .",%mor:,0,,,0,0,0,,,,,
9385,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,355,?,a dónde fueron ?%mor: aprep|a=to pro:int|dónde=where cop|se-3P&PRET=be ?,%mor:,0,,,0,0,0,,,,,
9386,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,355,cop|se-3p&pret=be,a dónde fueron ?%mor: aprep|a=to pro:int|dónde=where cop|se-3P&PRET=be ?,%svd:,ser,0,1,3,p,pret,,same,,,
9387,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,357,.,este .%mor: det:dem|este=this .,%mor:,0,,,0,0,0,,,,,
9388,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,359,?,"&uuuy, y esa qué es ?%mor: cm|cm coord|y=and det:dem|ese-f=that pro:int|qué=what cop|se-3S&PRES=be ?",%mor:,0,,,0,0,0,,,,,
9389,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,359,cop|se-3s&pres=be,"&uuuy, y esa qué es ?%mor: cm|cm coord|y=and det:dem|ese-f=that pro:int|qué=what cop|se-3S&PRES=be ?",%svd:,ser,DP-dem,0,3,s,pres,,,,,
9390,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,362,.,"&eh, e(s)te (es)tá, también en ta potaton@wp .%mor: cm|cm det:dem|este=this cop|esta-3S&PRES=be cm|cm adv|también=also prep|en=in co|ta wplay|potaton .",%mor:,0,,,0,0,0,,,,,
9391,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,362,cop|esta-3s&pres=be,"&eh, e(s)te (es)tá, también en ta potaton@wp .%mor: cm|cm det:dem|este=this cop|esta-3S&PRES=be cm|cm adv|también=also prep|en=in co|ta wplay|potaton .",%svd:,estar,DP-dem,1,3,s,pres,,,,,
9392,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,365,.,"bien, él, él (es)tá hacieno [: haciendo] ta@wp seño@wp &juuu, así .%mor: adv|bien=well cm|cm pro:head|él&m=he cm|cm pro:head|él&m=he aux|esta-3S&PRES=be part|hace-PROG=do wplay|ta wplay|seño cm|cm adv|así=thus .",%mor:,0,,,0,0,0,,,,,
9393,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,365,.,"bien, él, él (es)tá hacieno [: haciendo] ta@wp seño@wp &juuu, así .%com: Óscar silva .",%com:,0,,,0,0,0,,,,,
,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,365,aux|esta-3s&pres=be,"bien, él, él (es)tá hacieno [: haciendo] ta@wp seño@wp &juuu, así .%mor: adv|bien=well cm|cm pro:head|él&m=he cm|cm pro:head|él&m=he aux|esta-3S&PRES=be part|hace-PROG=do wplay|ta wplay|seño cm|cm adv|así=thus .",%svd:,estar,1,1,3,s,pres,,same,,,
9394,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,370,?,"&ayy, pues está tocando qué cosa ?%mor: cm|cm co|pues=well cop|esta-3S&PRES=be part|toca-PROG=touch pro:int|qué=what n|cosa&f=thing ?",%mor:,0,,,0,0,0,,,,,
9395,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,370,cop|esta-3s&pres=be,"&ayy, pues está tocando qué cosa ?%mor: cm|cm co|pues=well cop|esta-3S&PRES=be part|toca-PROG=touch pro:int|qué=what n|cosa&f=thing ?",%svd:,estar,0,1,3,s,pres,,,,,
9396,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,373,.,(es)tá hacieno [: haciendo] música .%mor: aux|esta-3S&PRES=be part|hace-PROG=do n|música&f=music .,%mor:,0,,,0,0,0,,,,,
9397,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,373,aux|esta-3s&pres=be,(es)tá hacieno [: haciendo] música .%mor: aux|esta-3S&PRES=be part|hace-PROG=do n|música&f=music .,%svd:,estar,0,1,3,s,pres,,,,,
9398,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,375,!,muy bien !%mor: adv|muy=very adv|bien=well !,%mor:,0,,,0,0,0,,,,,
9399,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,377,?,y el sapo ?%mor: coord|y=and det:art|el&m&SG=the n|sapo&m=toad ?,%mor:,0,,,0,0,0,,,,,
9400,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,379,?,qué pasó con el sapo ?%mor: pro:int|qué=what v|pasa-3S&PRET=pass prep|con=with det:art|el&m&SG=the n|sapo&m=toad ?,%mor:,0,,,0,0,0,,,,,
9401,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,379,v|pasa-3s&pret=pass,qué pasó con el sapo ?%mor: pro:int|qué=what v|pasa-3S&PRET=pass prep|con=with det:art|el&m&SG=the n|sapo&m=toad ?,%svd:,pasar,0,0,3,s,pret,,,,,
9402,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,382,.,va a venllí@wp acá .%mor: v|i-3S&PRES=go aprep|a=to wplay|venllí adv|acá=there .,%mor:,0,,,0,0,0,,,,,
9403,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,382,v|i-3s&pres=go,va a venllí@wp acá .%mor: v|i-3S&PRES=go aprep|a=to wplay|venllí adv|acá=there .,%svd:,ir,0,1,3,s,pres,,,,,
9404,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,384,!,"muy bien, saltó !%mor: adv|muy=very adv|bien=well cm|cm v|salta-3S&PRET=jump !",%mor:,0,,,0,0,0,,,,,
9405,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,384,v|salta-3s&pret=jump,"muy bien, saltó !%mor: adv|muy=very adv|bien=well cm|cm v|salta-3S&PRET=jump !",%svd:,saltar,0,1,3,s,pret,,,,,
9406,ODOG-SDS-2018-04-12-cuentonininv-SDS-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,386,?,y ellos dónde están ?%mor: coord|y=and pro:sub|ello-m-PL=he pro:int|dónde=where cop|esta-3P&PRES=be ?,%mor:,0,,,0,0,0,,,,,
